lat,lon,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
76.25,-63.75,-37.334,-41.114,-36.932,-23.636,-9.134,-2.802,-1.583,-2.824,-9.006,-16.524,-26.283,-34.955
76.25,-60,-34.559,-38.024,-34.035,-22.133,-9.17,-4.139,-2.133,-2.761,-8.216,-14.925,-23.064,-31.292
76.25,-56.25,-37.112,-40.204,-35.739,-24.51,-13.26,-5.62,-3.779,-8.453,-18.629,-28.336,-34.46,-35.342
76.25,-52.5,-39.2,-42.099,-37.882,-26.476,-14.411,-7.07,-5.073,-9.422,-18.282,-26.982,-34.579,-37.814
76.25,-48.75,-43.372,-46.006,-42.033,-30.419,-17.833,-10.619,-8.478,-13.255,-22.507,-30.561,-38.535,-41.804
76.25,-45,-47.288,-49.653,-45.396,-33.04,-19.514,-11.829,-9.777,-15.022,-25.1,-32.977,-41.476,-45.484
76.25,-41.25,-49.081,-51.399,-46.527,-34.21,-20.319,-12.027,-9.926,-15.452,-26.199,-34.743,-42.621,-47.092
76.25,-37.5,-48.87,-51.018,-46.173,-34.03,-20.143,-11.21,-8.9,-14.698,-26.076,-36.115,-43.091,-46.874
76.25,-33.75,-45.325,-47.273,-43.036,-31.772,-18.673,-10.009,-7.644,-13.051,-23.757,-34.489,-40.777,-43.678
76.25,-30,-40.683,-42.223,-38.946,-29.017,-16.79,-8.939,-6.701,-11.856,-20.988,-30.749,-36.695,-39.43
76.25,-26.25,-37.488,-38.421,-36.323,-28.419,-17.49,-9.105,-7.156,-13.853,-22.78,-28.794,-33.728,-36.271
76.25,-22.5,-34.163,-35.011,-31.51,-18.927,-5.033,8.276,10.983,4.814,-6.73,-18.62,-26.927,-31.85
73.75,71.25,-39.016,-37.49,-30.831,-19.681,-4.546,2.87,4.617,3.119,-0.789,-9.389,-26.353,-35.294
73.75,82.5,-40.801,-39.309,-31.751,-19.298,-3.734,4.308,6.496,4.74,-0.292,-10.908,-28.426,-36.732
73.75,86.25,-41.138,-39.763,-32.196,-19.337,-3.446,4.89,7.047,5.288,-0.221,-11.101,-28.858,-36.982
73.75,90,-42.834,-41.343,-33.392,-20.352,-3.733,10.172,12.593,6.702,-2.032,-19.115,-33.862,-39.576
73.75,93.75,-42.619,-41.169,-33.698,-20.701,-3.726,10.221,12.634,6.671,-1.921,-17.576,-33.067,-39.344
73.75,97.5,-43.1,-41.801,-34.345,-20.946,-3.826,10.192,12.354,6.724,-1.688,-16.51,-32.924,-39.715
73.75,101.25,-44.353,-43.141,-35.393,-21.5,-3.966,11.112,13.082,7.056,-1.979,-17.88,-34.244,-40.929
73.75,105,-45.491,-44.226,-36.227,-22.098,-4.296,10.592,12.535,6.761,-2.402,-18.863,-35.138,-42.108
73.75,108.75,-46.252,-44.984,-36.818,-22.565,-4.379,9.792,11.511,6.478,-2.46,-19.345,-35.56,-42.983
73.75,112.5,-46.112,-45.088,-37.054,-22.692,-4.249,9.803,10.897,6.52,-1.963,-18.81,-35.157,-42.865
73.75,116.25,-42.228,-41.733,-34.57,-21.375,-3.776,5.453,7.186,5.911,0.163,-11.409,-30.169,-38.707
73.75,120,-43.277,-42.516,-35.215,-21.421,-3.515,5.275,6.732,5.402,0.117,-11.058,-29.993,-39.576
73.75,123.75,-44.544,-43.538,-35.966,-21.682,-3.38,5.355,6.889,5.281,-0.279,-12.135,-30.715,-40.735
73.75,127.5,-44.334,-43.199,-35.8,-21.576,-3.293,4.736,5.773,4.624,-0.654,-12.619,-30.983,-40.649
73.75,-123.75,-43.032,-42.971,-36.022,-22.072,-5.186,3.971,4.334,1.568,-4.238,-21.746,-33.383,-37.944
73.75,-120,-42.487,-42.658,-36.111,-22.489,-5.581,3.524,4.013,1.305,-4.419,-19.983,-31.816,-37.361
73.75,-116.25,-42.587,-42.876,-36.395,-22.692,-5.606,3.311,3.718,1.141,-4.361,-18.706,-31.267,-37.413
73.75,-112.5,-42.508,-42.869,-36.468,-22.677,-5.548,3.161,3.491,0.977,-4.224,-18.763,-31.362,-37.304
73.75,-93.75,-42.936,-43.969,-37.46,-23.104,-5.786,3.003,3.715,1.853,-2.254,-15.694,-30.586,-37.558
73.75,-90,-45.314,-46.334,-39.186,-23.871,-6.647,7.773,9.436,3.933,-4.652,-22.492,-34.133,-40.48
73.75,-86.25,-44.619,-45.899,-39.106,-23.914,-6.892,6.811,9.113,3.525,-5.395,-21.932,-33.542,-39.979
73.75,-82.5,-44.714,-46.345,-39.592,-24.262,-7.414,3.588,7.043,2.64,-6.7,-23.077,-33.487,-40.182
73.75,-78.75,-41.051,-43.157,-37.359,-23.535,-6.754,0.899,2.409,0.422,-4.156,-17.746,-29.51,-36.72
73.75,-56.25,-31.123,-35.064,-30.443,-18.424,-6.773,-1.523,0.218,-0.902,-8.011,-15.701,-21.244,-27.613
73.75,-52.5,-35.08,-38.443,-33.957,-22.189,-10.659,-3.466,-2.093,-6.014,-16.241,-26.01,-33.819,-34.238
73.75,-48.75,-37.254,-39.785,-36.16,-26.108,-15.715,-9.515,-7.237,-11.233,-18.441,-24.638,-30.854,-35.013
73.75,-45,-42.827,-44.484,-40.511,-29.415,-17.938,-11.208,-9.138,-13.593,-22.024,-28.501,-36.017,-40.558
73.75,-41.25,-47.425,-48.856,-44.029,-32.524,-20.056,-12.653,-10.663,-15.824,-25.502,-32.246,-39.292,-44.676
73.75,-37.5,-48.5,-49.889,-44.826,-33.315,-20.519,-12.636,-10.391,-15.719,-25.721,-34.257,-40.973,-45.556
73.75,-33.75,-44.787,-46.366,-41.437,-30.856,-18.784,-10.864,-8.507,-13.53,-23.327,-33.088,-39.488,-42.354
73.75,-30,-38.902,-40.406,-36.64,-27.303,-15.933,-8.818,-6.644,-11.018,-19.234,-28.387,-35.121,-37.445
73.75,-26.25,-33.932,-34.633,-32.724,-25.671,-15.547,-8.218,-6.486,-11.777,-20.167,-24.9,-30.069,-32.676
73.75,-22.5,-32.363,-32.419,-28.078,-15.832,-3.611,8.425,10.642,4.885,-5.048,-16.777,-24.49,-29.975
71.25,22.5,-27.538,-29.782,-24.699,-13.51,-2.806,3.819,6.532,5.55,1.969,-3.47,-11.16,-20.672
71.25,26.25,-27.403,-27.654,-22.471,-12.636,-2.785,3.181,5.609,5.019,1.619,-3.841,-11.844,-21.872
71.25,30,-27.03,-26.264,-21.661,-12.559,-2.497,3.15,5.017,4.809,1.62,-3.484,-11.612,-22.478
71.25,67.5,-37.218,-34.808,-27.567,-16.635,-3.791,2.981,5.899,4.57,0.452,-7.831,-24.71,-33.227
71.25,71.25,-40.238,-37.697,-29.315,-17.605,-4.02,7.516,10.503,5.535,-0.945,-13.802,-29.656,-36.752
71.25,75,-36.413,-34.591,-27.339,-17.132,-3.85,3.746,6.271,4.987,0.53,-7.881,-24.059,-33.052
71.25,78.75,-38.54,-36.278,-28.617,-16.858,-3.359,3.995,7.371,6.044,0.963,-8.767,-26.776,-34.928
71.25,82.5,-41.459,-39.17,-30.043,-17.053,-2.907,10.449,13.381,7.549,-0.604,-15.591,-31.845,-38.281
71.25,86.25,-40.687,-38.734,-29.876,-16.902,-2.563,11.318,14.002,7.83,-0.651,-15.143,-31.434,-37.87
71.25,90,-39.914,-38.27,-30.108,-17.597,-2.988,11.415,14.162,7.761,-0.966,-15.412,-31.311,-37.371
71.25,93.75,-40.488,-38.846,-30.996,-18.454,-3.504,10.81,13.771,7.407,-1.343,-15.769,-31.948,-37.993
71.25,97.5,-41.388,-39.941,-32.171,-19.295,-3.617,11.327,14.055,7.605,-1.269,-16.149,-32.597,-38.652
71.25,101.25,-42.374,-41.032,-33.103,-19.874,-3.315,12.428,14.809,8.143,-1.125,-16.535,-33.125,-39.342
71.25,105,-43.361,-41.901,-33.704,-20.202,-3.252,12.56,14.727,8.224,-1.21,-16.962,-33.661,-40.192
71.25,108.75,-44.419,-42.921,-34.61,-20.921,-3.311,12.542,14.352,8.161,-1.244,-17.347,-34.334,-41.273
71.25,112.5,-45.414,-44.1,-35.752,-21.795,-3.163,12.971,14.223,8.394,-0.993,-17.539,-34.981,-42.27
71.25,116.25,-45.441,-44.271,-35.967,-21.758,-2.643,12.773,13.757,8.533,-0.402,-16.219,-34.325,-42.132
71.25,120,-45.761,-44.425,-36.034,-21.399,-2.165,12.906,13.692,8.575,-0.343,-16.393,-34.041,-42.355
71.25,123.75,-46.049,-44.576,-36.249,-21.438,-2.155,12.698,13.377,8.398,-0.645,-17.601,-34.391,-42.677
71.25,127.5,-46.054,-44.509,-36.368,-21.663,-2.523,11.302,11.952,7.611,-1.02,-18.216,-34.721,-42.86
71.25,131.25,-42.838,-41.713,-34.795,-21.282,-2.916,5.524,6.739,5.93,0.586,-10.849,-28.904,-39.386
71.25,135,-43.077,-41.954,-35.297,-21.255,-2.455,5.661,6.97,5.892,0.736,-10.459,-28.051,-39.195
71.25,138.75,-43.637,-42.565,-35.735,-21.082,-2.755,5.621,6.922,5.786,0.522,-11.14,-28.929,-39.514
71.25,142.5,-43.94,-43.052,-36.09,-21.056,-2.457,5.924,6.523,5.276,0.421,-10.532,-28.544,-39.675
71.25,146.25,-43.83,-43.013,-35.951,-20.904,-2.34,5.873,5.889,4.641,0.203,-10.045,-27.797,-39.436
71.25,150,-43.703,-42.748,-35.609,-20.675,-2.538,5.435,5.018,3.767,-0.201,-10.068,-27.402,-38.95
71.25,153.75,-43.979,-42.891,-35.549,-20.658,-2.683,5.263,4.641,3.229,-0.526,-10.904,-28.289,-38.781
71.25,157.5,-43.786,-42.711,-35.277,-20.652,-2.795,4.847,4.163,2.696,-0.749,-10.882,-28.324,-38.322
71.25,-157.5,-40.11,-41.319,-33.98,-19.907,-4.234,3.939,5.103,3.475,-1.207,-11.892,-30.064,-36.71
71.25,-153.75,-39.407,-40.676,-33.147,-18.588,-3.488,4.092,5.217,3.233,-1.29,-11.299,-28.39,-36.072
71.25,-150,-38.858,-40.003,-32.543,-17.931,-3.058,3.953,5.2,2.921,-1.19,-10.601,-27.138,-35.336
71.25,-123.75,-43.703,-43.214,-34.482,-19.503,-3.109,10.294,11.453,6.078,-2.37,-20.784,-34.121,-38.903
71.25,-120,-43.213,-42.753,-34.524,-19.921,-3.672,9.87,11.126,5.719,-2.549,-18.431,-31.641,-38.084
71.25,-116.25,-43.395,-42.93,-34.907,-20.317,-4.074,9.012,10.122,5.122,-2.549,-16.707,-30.404,-37.98
71.25,-112.5,-43.547,-43.066,-35.194,-20.533,-4.674,8.14,9.222,4.61,-2.57,-16.973,-30.85,-37.991
71.25,-108.75,-41.635,-41.341,-34.203,-20.329,-4.938,3.998,4.74,2.321,-2.175,-15.861,-29.866,-36.087
71.25,-105,-41.843,-41.5,-34.385,-20.386,-4.977,3.82,4.459,2.135,-2.027,-16.037,-30.209,-36.125
71.25,-93.75,-44.833,-44.659,-36.471,-21.442,-5.883,7.577,9.233,4.714,-2.18,-18.56,-31.954,-38.921
71.25,-90,-44.126,-44.519,-36.857,-21.745,-5.657,8.824,10.683,5.18,-2.173,-17.672,-31.283,-38.414
71.25,-86.25,-43.463,-44.325,-36.915,-21.775,-5.62,8.683,10.726,5.083,-2.569,-17.311,-31.074,-38.13
71.25,-82.5,-44.114,-45.535,-37.817,-22.326,-6.245,6.838,9.656,4.55,-3.788,-19.401,-32.193,-39.181
71.25,-78.75,-43.513,-45.344,-37.456,-22.463,-6.707,5.044,7.683,3.496,-4.27,-20.28,-31.379,-38.832
71.25,-75,-40.17,-42.47,-35.775,-21.988,-6.243,1.534,3.225,1.117,-3.159,-16.384,-27.502,-35.283
71.25,-71.25,-39.793,-42.205,-35.418,-21.56,-5.85,1.196,2.738,1.051,-2.815,-14.882,-27.438,-34.878
71.25,-52.5,-33.006,-36.486,-30.093,-16.844,-4.545,4.646,5.574,1.414,-8.73,-19.789,-30.177,-31.508
71.25,-48.75,-32.592,-35.277,-31.85,-23.247,-14.01,-10.413,-8.585,-11.574,-17.317,-21.356,-25.547,-29.59
71.25,-45,-38.949,-40.261,-35.963,-25.56,-15.252,-8.481,-6.6,-10.166,-18.345,-25.488,-31.956,-36.235
71.25,-41.25,-45.174,-45.693,-40.669,-29.637,-18.401,-11.057,-9.117,-13.851,-23.324,-30.853,-37.53,-42.147
71.25,-37.5,-46.924,-47.082,-42.069,-31.016,-19.456,-12.13,-9.922,-14.681,-23.594,-31.738,-39.026,-43.49
71.25,-33.75,-42.663,-43.444,-38.47,-28.394,-17.341,-10.071,-7.726,-12.065,-20.438,-28.754,-36.024,-39.619
71.25,-30,-34.838,-36.185,-32.579,-23.813,-13.976,-7.192,-4.978,-9.168,-16.91,-24.026,-29.954,-32.805
71.25,-26.25,-30.488,-31.233,-29.004,-21.438,-11.903,-4.933,-3.453,-7.451,-17.076,-22.259,-25.056,-28.479
71.25,-22.5,-34.375,-34.147,-29.725,-16.753,-3.415,4.175,5.155,2.204,-3.668,-15.749,-25.67,-31.602
68.75,15,-17.049,-16.741,-12.035,-4.845,1.142,7.668,9.515,8.495,4.457,-1.306,-8.539,-13.954
68.75,18.75,-14.239,-14.457,-11.367,-6.038,-0.489,5.895,8.301,7.623,3.988,-1.208,-7.087,-11.924
68.75,22.5,-28.588,-28.187,-21.407,-10.967,-1.42,8.13,10.153,7.333,1.651,-6.119,-15.807,-24.287
68.75,26.25,-28.035,-26.675,-20.172,-10.274,-0.404,8.887,10.718,7.916,2.01,-5.998,-16.208,-24.573
68.75,30,-27.713,-26.256,-20.263,-10.699,-0.949,8.147,9.874,7.473,2.11,-5.515,-15.426,-24.263
68.75,33.75,-27.218,-26.183,-20.997,-11.803,-2.371,3.562,5.265,5.395,2.374,-3.151,-11.383,-23.098
68.75,37.5,-28.808,-27.342,-21.903,-12.205,-2.312,3.477,4.978,5.012,2.057,-3.455,-12.467,-24.959
68.75,52.5,-32.368,-29.975,-23.299,-14.005,-3.233,3.311,4.188,3.058,0.998,-4.949,-18.298,-29.037
68.75,56.25,-32.815,-30.494,-23.655,-14.299,-3.375,3.361,4.41,3.074,0.812,-5.416,-18.944,-29.515
68.75,60,-33.396,-31.112,-24.206,-14.717,-3.691,3.084,4.442,3.235,0.81,-5.596,-18.984,-29.975
68.75,63.75,-34.349,-31.888,-24.692,-14.75,-3.814,2.691,4.7,3.718,0.792,-6.06,-19.938,-30.575
68.75,67.5,-36.967,-33.879,-25.423,-14.506,-3.417,7.723,11.173,6.341,0.289,-10.863,-26.367,-33.461
68.75,71.25,-38.312,-35.226,-26.34,-14.837,-2.857,9.444,12.686,7.089,0.231,-12.142,-27.921,-34.952
68.75,75,-38.059,-35.154,-26.364,-14.9,-2.618,9.436,12.562,7.5,0.612,-10.979,-27.154,-34.902
68.75,78.75,-39.054,-36.139,-27.008,-14.79,-2.361,10.303,13.641,8.314,0.713,-11.74,-28.852,-36.258
68.75,82.5,-39.074,-36.423,-27.008,-14.425,-1.769,12.094,15.396,9.155,0.619,-13.046,-29.965,-36.916
68.75,86.25,-38.247,-36.031,-26.942,-14.43,-1.72,12.43,15.655,9.295,0.465,-13.137,-29.926,-36.691
68.75,90,-37.822,-35.842,-27.243,-15.145,-2.792,11.342,14.753,8.473,-0.32,-13.811,-29.98,-36.516
68.75,93.75,-39.71,-37.641,-28.984,-16.431,-4.056,9.799,13.727,7.432,-1.525,-15.989,-32.03,-38.5
68.75,97.5,-40.694,-38.742,-30.307,-17.616,-4.253,10.329,13.931,7.462,-1.593,-16.533,-32.787,-39.096
68.75,101.25,-41.153,-39.48,-31.293,-18.515,-3.511,12.002,14.991,8.383,-0.927,-15.882,-32.64,-39.045
68.75,105,-41.615,-39.869,-31.525,-18.528,-2.686,12.865,15.497,8.983,-0.483,-15.322,-32.395,-39.15
68.75,108.75,-42.616,-40.805,-32.283,-19.051,-2.635,13.065,15.358,9.077,-0.397,-15.457,-32.913,-40.043
68.75,112.5,-44.049,-42.392,-33.881,-20.234,-2.497,13.79,15.555,9.426,-0.179,-15.716,-33.816,-41.424
68.75,116.25,-44.935,-43.197,-34.595,-20.399,-1.638,14.42,15.893,9.942,0.267,-15.376,-33.974,-42.157
68.75,120,-45.179,-43.236,-34.73,-20.042,-0.695,14.94,16.276,10.392,0.627,-15.049,-33.474,-42.228
68.75,123.75,-44.842,-42.654,-34.582,-19.936,-1.154,14.222,15.481,9.879,0.311,-15.638,-32.988,-41.82
68.75,127.5,-44.753,-42.35,-34.48,-20.105,-2.512,12.225,13.66,8.473,-0.609,-16.907,-33.157,-41.885
68.75,131.25,-45.229,-43.252,-35.954,-21.749,-2.07,12.013,13.263,8.331,-0.28,-16.435,-33.501,-42.335
