lat,lon,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
76.25,-157.5,39.54,39.33,30.12,35.64,49.77,61.17,62.1,81.15,79.23,78,53.04,50.52
76.25,-153.75,34.71,34.89,28.17,32.22,45,57.48,62.13,71.22,71.31,72.18,48.6,46.68
76.25,-150,34.68,35.79,30.66,33.48,45.84,61.71,71.7,72.24,73.35,74.22,50.25,47.79
76.25,-146.25,33.18,34.65,30,31.89,44.04,63.75,73.68,66.39,68.73,70.2,46.56,45.15
76.25,-142.5,36,36.69,32.13,34.05,46.47,69.42,78.36,70.89,72.03,73.23,47.82,47.67
76.25,-138.75,42.84,42.3,37.32,41.64,52.5,78.27,88.62,85.29,83.58,82.53,52.2,55.14
76.25,-135,35.37,33.66,29.73,34.5,44.52,68.04,73.32,68.97,67.35,68.43,39.75,44.37
76.25,-131.25,42.09,39.51,38.43,46.26,63.06,94.05,103.23,95.34,88.05,87.12,48.21,52.8
76.25,-127.5,38.97,36.3,37.98,47.49,65.88,98.82,109.95,93.99,84.66,84.45,45.66,49.65
76.25,-123.75,33.06,30.69,34.59,44.31,69.66,102.42,111.06,90.96,81.15,75.96,39.78,42.6
76.25,-120,34.59,31.11,36.03,44.94,72.9,103.62,113.52,94.47,85.32,75.27,45.51,43.83
76.25,-116.25,27.15,21.75,25.2,29.34,40.77,45.09,46.44,47.04,54.03,49.89,33.45,32.01
76.25,-112.5,27.66,21.96,25.53,26.91,31.71,34.17,38.25,37.5,55.86,53.49,35.31,34.2
76.25,-108.75,31.23,25.5,31.14,31.62,33.57,33.03,38.04,41.91,62.16,62.49,42.87,40.8
76.25,-105,27.6,22.83,28.38,27.06,27.45,24.54,29.91,36.63,58.17,61.68,41.91,38.46
76.25,-101.25,25.14,22.11,28.14,24.78,25.2,21.24,27.33,35.37,56.79,62.28,44.31,38.7
76.25,-97.5,22.11,20.13,25.56,23.28,24.12,19.92,25.02,34.29,53.31,55.86,38.88,31.35
