"","lat","lon","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"1509","-2100","1575",13.5,21.3,30.3,31.5,28.5,23.7,15.9,15.6,14.4,12.3,14.1,12
"1510","-2025","1575",45.3,81.9,105.6,108,98.4,82.2,56.7,47.7,43.2,43.2,40.2,34.8
"1511","450.00 1","575",0,0,0,0,2.1,1.2,0.9,1.2,1.2,6,3.6,0
"1512","525.00 1","575",0.9,0.3,0.6,0.9,6.3,6.9,0.9,1.5,1.5,3,1.2,0.3
"1513","600.00 1","575",0.3,2.1,3.9,3,5.4,2.7,0.3,1.5,0.6,3.9,2.4,0
"1514","900.00 1","575",8.7,9.3,18.3,12.9,17.4,3.6,0.6,0,1.5,21.6,23.4,8.1
"1515","975.00 1","575",24.6,24.6,30.9,29.1,30,6.3,0.3,0.6,3.9,30.3,47.4,26.1
"1516","1050","1575",23.1,30.3,38.1,44.4,43.8,14.1,2.7,6.9,9.9,30.3,36.9,24.6
"1517","1575","1575",123.9,94.5,73.8,46.5,48.3,65.1,61.5,60.3,64.2,69.3,93.6,125.1
"1518","1650","1575",113.7,95.4,80.7,61.8,70.2,99.3,93,91.8,99,85.2,95.4,116.4
"1519","1725","1575",69.6,65.7,56.7,42,48.9,80.1,75.9,67.5,74.7,61.2,65.4,71.7
"1520","1800","1575",63.6,63.3,59.4,42.6,50.4,84.9,76.8,74.1,76.8,68.1,66.6,63.3
"1521","1875","1575",45.9,48.6,48.6,38.4,43.8,73.8,62.1,63,62.1,62.1,55.2,45.9
"1522","1950","1575",40.2,44.4,47.7,43.5,43.2,76.2,66.6,63.3,59.1,62.4,52.2,40.2
"1523","2025","1575",34.2,36.3,40.5,44.1,37.5,65.4,61.2,56.1,53.1,60.9,45,34.5
"1524","2100","1575",26.4,27.9,32.1,41.7,33.3,59.7,51.9,48,46.5,49.8,35.1,26.1
"1525","2175","1575",23.7,24.3,30,46.8,41.1,72,69.3,56.4,60.3,53.4,37.2,24.6
"1526","2250","1575",15.6,15.6,19.8,33.3,35.1,61.8,56.7,49.5,48,40.5,28.8,17.1
"1527","2325","1575",10.5,11.1,13.8,21.9,26.4,38.7,43.5,39.9,36.3,30.9,21.3,12.6
"1528","2400","1575",9.6,9.9,12.3,19.2,25.2,27.9,37.2,41.7,37.2,31.8,20.4,12.3
"1529","-2700","1687.5",0,0,0,0,0,0,0,0,0,0,0,0
"1530","-2625","1687.5",3,1.8,1.5,1.2,1.8,1.2,1.2,1.5,1.5,1.5,2.1,4.2
"1531","-2550","1687.5",2.7,1.8,1.5,0.9,1.2,0.9,0.9,0.9,0.9,0.9,1.8,3.3
"1532","-2475","1687.5",3.3,2.4,1.8,1.2,1.5,1.2,1.2,1.5,1.8,1.5,2.1,3.3
"1533","-2400","1687.5",3.6,3.3,2.7,1.8,2.1,2.1,1.8,2.1,2.4,2.1,2.7,3.9
"1534","-2325","1687.5",3.9,2.7,2.4,2.1,2.1,2.4,2.4,3,3.9,3,3.6,3.9
"1535","-2250","1687.5",4.5,3.3,3,3,3,3,3.3,4.2,5.4,4.2,5.1,5.1
"1536","-2175","1687.5",4.8,3.3,3.9,4.5,4.8,5.4,5.1,6.3,7.2,5.1,6,5.4
"1537","-2100","1687.5",10.5,15.3,21,20.7,17.7,15.9,11.7,13.5,13.5,10.5,12.9,10.5
"1538","-2025","1687.5",46.5,82.5,104.1,100.5,82.2,69.6,47.7,44.1,41.1,43.2,43.8,36.9
"1539","525.00 1","687.5",0,0.3,0.3,0.6,2.1,1.5,0.6,0.9,0.9,2.7,0.9,0
"1540","600.00 1","687.5",0.9,1.5,3.3,3.3,6,2.7,1.2,2.7,1.5,6.6,4.2,0.9
"1541","900.00 1","687.5",6.3,12.6,20.4,14.7,18.6,7.5,1.8,2.1,4.2,13.8,16.8,6.6
"1542","975.00 1","687.5",16.8,18.3,15.6,13.5,16.8,3.3,0.9,0.3,1.8,11.7,22.2,16.8
"1543","1050","1687.5",12.3,21,30.9,36.6,28.8,8.7,4.2,12.9,13.2,14.1,15,11.1
"1544","1500","1687.5",110.4,81,59.4,36,29.1,35.4,36,37.8,39.6,57.3,84.6,111.6
"1545","1575","1687.5",116.4,92.1,72,55.8,61.5,96.3,87,71.7,68.7,74.4,89.7,117.9
"1546","1650","1687.5",81,69.9,59.7,55.8,70.8,103.5,90.6,82.5,86.1,71.4,74.1,84.9
"1547","1725","1687.5",57,55.5,50.1,45,63,96.6,87.9,79.8,82.5,61.8,59.1,61.8
"1548","1800","1687.5",56.7,56.7,54.6,44.7,55.5,87.9,79.2,75.6,76.8,64.2,61.2,57
"1549","1875","1687.5",49.2,51.6,53.1,49.5,55.2,84.6,72.9,78.6,77.4,67.5,59.4,48.6
"1550","1950","1687.5",38.1,42,46.8,51,51,83.7,68.7,67.5,65.1,67.2,53.1,38.1
"1551","2025","1687.5",27.9,29.4,34.8,41.4,36.6,60.3,52.2,50.4,48.3,55.2,38.4,28.2
"1552","2100","1687.5",24.3,26.4,30.3,41.4,31.2,61.2,51.9,46.8,48.6,46.2,32.4,24.3
"1553","2175","1687.5",17.4,18.6,21.9,34.5,27,55.2,51.3,39.9,42.3,36.6,25.8,17.4
"1554","2250","1687.5",16.5,16.5,19.8,36.3,36,65.4,60.9,51,50.7,39.3,27.3,17.7
"1555","2325","1687.5",11.4,12.3,15,24.9,29.7,41.7,47.4,44.4,41.1,33.3,22.5,13.8
"1556","2400","1687.5",9.3,9.3,11.4,18.3,24.6,28.8,38.4,40.5,35.7,29.4,18.6,11.4
"1557","-2700","1800",0,0,0,0,0,0,0,0,0,0,0,0
"1558","-2625","1800",3,2.1,1.8,1.2,2.1,1.5,1.2,1.5,1.2,1.5,2.1,4.2
"1559","-2550","1800",2.7,2.1,1.5,1.2,1.2,0.9,0.9,0.9,0.9,1.2,1.8,3.3
"1560","-2475","1800",3.3,2.4,2.1,1.5,1.8,1.5,1.5,1.5,1.8,1.8,2.4,3.3
"1561","-2400","1800",3.6,3.6,3,2.4,2.4,2.1,1.8,2.4,2.7,2.4,3,3.9
"1562","-2325","1800",4.5,3,2.4,2.1,2.4,2.7,3,3.9,4.5,3.6,3.6,4.2
"1563","-2250","1800",4.8,3,2.7,2.4,2.7,3.3,3.9,5.1,6.3,4.5,5.1,4.8
"1564","-2175","1800",5.4,3.6,3.3,3.6,4.2,5.7,5.7,7.8,9.3,6.3,7.2,6
"1565","-2100","1800",10.8,12.6,15,13.5,11.7,12.3,11.1,15,16.5,11.7,15,11.1
"1566","-2025","1800",36.6,64.2,84.6,78.6,58.5,52.2,36,39.6,38.1,35.7,37.5,29.7
"1567","900.00 1","800",3,6.3,5.7,2.4,4.8,2.1,0.6,0.6,2.1,3.6,7.8,4.8
"1568","975.00 1","800",12.9,13.8,9.6,6,6.3,0.9,0.3,0.3,0.3,3.9,13.5,13.5
"1569","1050","1800",9,17.4,28.2,28.2,23.7,3.9,0.6,0.6,0.9,9,15.9,9.3
"1570","1125","1800",30,29.4,28.5,19.5,12,2.1,0.3,1.2,0.9,9.3,27.9,32.7
"1571","1200","1800",12.9,11.1,11.7,8.4,4.5,1.2,0.6,0.9,0.6,3.9,13.2,17.1
"1572","1275","1800",21.3,17.1,14.4,7.8,6,1.5,0.9,0.9,1.5,7.5,19.5,29.4
"1573","1350","1800",30.3,23.4,17.7,9.3,7.8,5.1,3.3,4.5,3.9,11.1,30,41.7
"1574","1425","1800",54.9,37.2,29.4,17.1,13.2,17.4,13.5,15.6,12,22.5,49.2,64.8
"1575","1500","1800",90.3,65.7,51.9,31.8,35.1,63,63.3,45.6,32.7,51.3,71.4,94.8
"1576","1575","1800",81.6,66.9,59.7,49.2,65.7,117,107.7,79.2,60.3,63.6,70.8,86.1
"1577","1650","1800",55.2,50.4,54,61.2,86.1,135.9,124.8,109.8,89.4,63.6,59.4,60.6
"1578","1725","1800",41.4,40.8,45.6,49.2,71.1,115.8,111.6,98.4,82.2,55.8,48,48.3
"1579","1800","1800",47.4,47.4,52.2,48.3,63.6,105.3,99,100.2,82.8,60,54.3,51.3
"1580","1875","1800",50.7,53.1,60,70.2,79.5,130.5,114.6,128.1,111.9,78.3,64.5,52.2
"1581","1950","1800",40.2,44.4,50.7,68.1,74.7,115.8,107.1,112.5,94.5,76.5,57.3,42.3
"1582","2025","1800",26.4,28.5,34.8,47.4,45.3,69.6,63,65.7,56.4,54.9,37.2,27
"1583","2100","1800",23.4,25.2,29.1,42.9,33.6,63.6,54.6,50.1,52.5,46.5,31.8,22.8
"1584","2175","1800",18.6,19.5,22.2,36.3,30,59.1,54.3,43.5,44.7,38.4,26.7,18.3
"1585","2250","1800",15,15,16.8,33,32.4,60.3,52.5,45.6,44.1,32.1,22.5,15.9
"1586","2325","1800",13.2,14.1,16.5,29.7,33.6,48.3,52.2,50.7,47.7,36.3,24.3,15.6
"1587","2400","1800",9.3,9.3,11.4,18.3,24.3,30,39.3,39.6,35.7,28.2,17.7,11.1
"1588","-2700","1912.5",0,0,0,0,0,0,0,0,0,0,0,0
"1589","-2625","1912.5",3,2.1,1.8,1.5,2.1,1.5,1.2,1.2,1.2,1.5,2.1,4.2
"1590","-2550","1912.5",3,2.4,1.8,1.5,1.5,1.2,0.9,0.9,0.9,1.2,1.8,3.3
"1591","-2475","1912.5",3.3,2.7,2.4,1.8,1.8,1.5,1.5,1.8,1.8,1.8,2.4,3.3
"1592","-2400","1912.5",3.6,3.3,3,2.4,2.4,2.4,2.1,2.4,2.7,2.4,3,3.6
"1593","-2325","1912.5",5.4,3.3,2.7,2.7,3,3.3,3.9,4.8,5.4,4.2,4.2,5.1
"1594","-2250","1912.5",7.2,4.5,3.6,3.6,3.6,4.8,5.7,7.5,9.3,6.6,7.5,6.6
"1595","-2175","1912.5",5.7,3.9,2.7,3.6,3.9,6.3,6.3,8.7,10.5,7.2,7.8,5.7
"1596","-2100","1912.5",12.6,11.1,10.2,9.9,9.9,13.5,13.2,18.9,21.6,15.6,18.6,12.6
"1597","-2025","1912.5",32.4,46.8,59.1,54.6,42.3,41.7,32.4,41.4,41.7,33.9,39,28.2
"1598","900.00 1","912.5",4.8,7.2,5.4,2.7,5.1,2.4,0.3,0.6,1.8,5.1,12.6,6.9
"1599","975.00 1","912.5",16.5,19.8,17.1,10.5,8.7,1.5,0,0,0.3,9.9,24.9,20.4
"1600","1050","1912.5",12.3,20.1,34.8,36.9,27.3,5.1,0.6,0.3,0.3,13.5,24.6,14.4
"1601","1125","1912.5",26.7,30.3,36.3,27.3,19.5,3,0.3,0.6,0.6,11.1,31.2,30
"1602","1200","1912.5",31.5,30.6,35.7,27.6,19.5,6,3.3,1.8,1.5,15.9,41.7,43.2
"1603","1275","1912.5",32.4,27,25.5,18.6,14.7,9.3,7.2,3.9,2.4,14.7,36,46.8
"1604","1350","1912.5",30,22.8,16.2,10.8,10.8,13.5,9.3,5.7,3.3,11.1,29.7,42
"1605","1425","1912.5",45,30.3,21.9,14.4,15,28.8,24.9,13.5,8.7,18,42.6,56.7
"1606","1500","1912.5",47.7,31.5,24.9,16.5,22.2,48,47.7,24.6,15,24.9,39.9,55.5
"1607","1575","1912.5",39.9,30.6,26.4,22.2,39.6,76.8,64.8,39,27.9,31.5,34.2,44.4
"1608","1650","1912.5",27.3,23.7,24.6,22.5,47.1,98.7,79.2,66.3,39.9,27.9,25.5,29.1
"1609","1725","1912.5",25.2,23.4,28.8,24,46.5,90.3,73.8,69.6,46.5,29.1,26.1,29.4
"1610","1800","1912.5",26.7,25.5,32.1,26.4,42.3,82.5,68.4,72.3,52.5,33,30,29.7
"1611","1875","1912.5",21.9,22.5,28.5,26.4,40.2,78,59.7,70.2,51.3,32.7,26.4,23.4
"1612","1950","1912.5",18.3,19.8,23.7,29.1,39.3,62.4,56.4,67.8,47.7,31.5,24.3,19.5
"1613","2025","1912.5",27.9,30.6,36.9,51.9,47.7,78,71.4,79.8,67.8,53.4,37.2,28.5
"1614","2100","1912.5",22.8,24.3,27.6,42.3,34.5,64.8,55.8,53.7,51,44.7,31.2,22.2
"1615","2175","1912.5",18.9,19.5,21.3,36,31.8,61.2,53.4,46.2,43.8,37.5,26.4,18.9
"1616","2250","1912.5",13.8,14.1,15.3,29.7,29.1,55.5,46.2,42.6,41.1,29.1,20.4,14.7
"1617","2325","1912.5",10.8,11.4,12.6,21.6,25.2,39.6,40.2,39.3,36.9,27.3,18.6,12.3
"1618","2400","1912.5",9.6,9.9,11.4,18.6,25.5,32.7,41.4,39.9,37.8,28.5,17.7,11.4
"1619","-2700","2025",0,0,0,0,0,0,0,0,0,0,0,0
"1620","-2625","2025",3.3,2.1,1.8,1.5,2.1,1.5,1.5,1.2,1.2,1.5,2.1,4.2
"1621","-2550","2025",3.3,2.7,2.4,1.8,1.8,1.2,1.2,0.9,0.9,1.2,2.1,3.3
"1622","-2475","2025",3.6,3,2.7,1.8,1.8,1.8,1.8,1.8,1.8,2.1,2.4,3.3
"1623","-2400","2025",3.6,3,2.7,2.4,2.4,2.4,2.4,3,3,2.7,3,3.6
"1624","-2325","2025",6,3.6,3,3.6,3.3,3.6,4.5,5.4,6.3,4.8,4.5,5.4
"1625","-2250","2025",6.9,4.8,3.6,3.9,3.6,5.1,6.3,8.4,9.6,7.2,7.5,6
"1626","-2175","2025",3.9,3,2.4,3.9,3.6,6,5.4,8.1,9.6,6.6,6.3,3.3
"1627","-2100","2025",9.3,7.8,6.3,7.5,8.1,13.8,12.3,18.3,20.1,15,16.2,9.3
"1628","-2025","2025",30.3,42,48.9,44.4,34.8,37.2,32.1,43.2,45.6,37.5,45.6,28.8
"1629","900.00 2","25",6.9,9.9,6,4.2,7.5,3.9,0.9,4.5,6.6,7.8,17.7,10.5
"1630","975.00 2","25",11.1,13.8,14.4,10.5,8.1,1.5,0,0.3,0,9.6,26.1,17.7
"1631","1050","2025",12.3,19.5,34.2,44.7,36,13.2,2.4,1.5,1.2,17.7,34.2,16.2
"1632","1125","2025",31.8,40.8,64.2,72.9,45.3,13.2,3,0.9,1.8,28.5,59.7,42.6
"1633","1200","2025",43.2,48.9,71.7,75,48,19.5,7.8,2.4,3.3,40.2,73.2,60.9
"1634","1275","2025",26.1,24.6,29.4,23.1,15.3,10.2,6.6,2.4,1.8,14.7,31.2,36.3
"1635","1350","2025",33,26.7,21.6,16.2,12.3,18.3,12.9,5.4,3.3,13.5,33.6,46.8
"1636","1425","2025",54.6,38.1,26.4,21.3,19.5,35.1,28.5,12,9,21.3,49.5,67.5
"1637","1500","2025",64.8,47.1,35.1,27.6,40.2,73.2,60,29.7,27.6,37.2,55.2,74.7
"1638","1575","2025",54.6,43.5,37.2,31.2,56.7,109.8,83.7,54.3,45.9,45.6,47.4,60.6
"1639","1650","2025",36,28.8,26.1,23.1,48.9,95.4,70.8,57.3,43.2,34.2,31.2,38.1
"1640","1725","2025",38.7,35.4,35.7,27,49.5,93.6,68.4,64.8,51.3,38.1,36.9,41.7
"1641","1800","2025",38.1,36,39.6,33.3,49.8,94.8,65.7,70.2,60.3,45.9,41.7,39
"1642","1875","2025",33.3,33,36.9,38.1,49.5,91.2,64.8,75.9,61.2,48.6,39.3,34.5
"1643","1950","2025",29.7,31.2,35.4,43.5,47.4,75,70.5,80.4,62.7,48,37.2,30.3
"1644","2025","2025",23.4,25.5,28.8,40.5,36.6,59.4,53.1,61.5,51.6,41.1,30.3,23.4
"1645","2100","2025",22.2,23.1,25.2,38.4,33,61.8,49.5,52.2,44.4,40.5,29.1,21.6
"1646","2175","2025",18.9,18.9,20.4,35.1,31.8,61.5,51,48,42.9,36.9,25.5,19.2
"1647","2250","2025",14.7,14.7,16.2,29.7,29.4,56.4,43.8,45.6,42,31.2,21.9,15.9
"1648","2325","2025",11.7,12,12.9,22.2,26.4,43.2,41.7,40.5,38.4,28.8,19.2,12.9
"1649","2400","2025",9.6,9.6,11.4,17.7,25.5,33.9,40.8,38.7,38.1,27.9,17.1,11.1
"1650","-2700","2137.5",0,0,0,0,0,0,0,0,0,0,0,0
"1651","-2625","2137.5",3.3,2.4,2.1,1.8,2.4,1.5,1.5,1.2,1.2,1.5,2.1,4.2
"1652","-2550","2137.5",3.3,3,2.7,2.1,1.8,1.5,1.2,0.9,0.9,1.5,2.1,3.6
"1653","-2475","2137.5",3.6,3,2.7,1.8,2.1,1.8,1.8,1.8,1.8,2.1,2.4,3.6
"1654","-2400","2137.5",3.6,2.7,2.1,2.1,2.1,2.1,2.4,3,3.3,2.7,2.7,3.6
"1655","-2325","2137.5",5.4,3.6,3,3.6,3.3,3.3,4.2,5.4,5.7,4.8,4.5,5.1
"1656","-2250","2137.5",5.7,3.9,3.3,3.6,3.3,4.2,5.1,7.5,8.1,6.3,6,4.8
"1657","-2175","2137.5",2.4,3,3,5.1,3.9,6,5.1,8.4,7.8,6,4.5,2.1
"1658","600.00 2","137.5",0.3,0,0,0,0.3,0.3,19.8,48.6,21.6,7.5,4.5,1.2
"1659","675.00 2","137.5",0.3,0,0,0,0.3,0.3,5.4,30.9,27.9,4.2,2.4,2.7
"1660","750.00 2","137.5",0.3,0.3,0.3,0,0.6,1.8,2.1,28.5,14.4,1.8,1.5,2.7
"1661","825.00 2","137.5",2.4,2.7,0.9,0.3,1.8,9.3,40.8,92.4,49.2,10.8,8.1,3.9
"1662","900.00 2","137.5",5.4,7.8,4.8,3.3,7.5,9.3,3.3,20.7,14.7,5.7,14.4,7.5
"1663","975.00 2","137.5",10.8,14.4,15.9,15.3,15.3,11.4,1.8,14.4,3.9,10.5,28.8,15
"1664","1050","2137.5",13.5,19.2,30.9,38.1,43.8,32.4,9.3,11.7,3.9,16.5,34.5,18
"1665","1125","2137.5",26.4,38.4,69.6,87.3,88.5,61.8,32.7,19.8,9.3,33.9,59.4,34.2
"1666","1200","2137.5",28.8,39.6,64.5,82.8,83.1,57,32.4,18,9.3,39,53.1,38.7
"1667","1275","2137.5",52.2,51.6,72,78.9,63.6,48.6,25.8,12.3,9.3,44.7,67.2,70.2
"1668","1350","2137.5",37.8,32.4,34.5,33.6,26.1,30,20.4,9.3,6,22.2,39.9,51.6
"1669","1425","2137.5",45.6,33.6,25.8,26.1,25.5,38.4,27.9,10.8,9.6,23.1,42.9,56.1
"1670","1500","2137.5",40.8,29.7,22.5,21.3,31.2,52.2,41.7,17.1,17.1,25.2,36.9,48
"1671","1575","2137.5",35.1,28.2,24.6,23.4,44.1,76.5,54.6,30.9,31.8,30.3,33,40.5
"1672","1650","2137.5",33.9,27.6,24.3,21,45.3,81.3,55.8,37.8,34.8,31.2,30,36
"1673","1725","2137.5",39.6,36.3,33.6,24.9,49.5,90,59.1,50.1,47.1,36.3,37.2,40.5
"1674","1800","2137.5",38.1,36.6,37.2,30.6,49.5,89.1,54.6,57.6,50.7,44.1,39.9,38.7
"1675","1875","2137.5",33.9,34.8,36.9,36.9,45,84,56.7,64.2,53.4,48,37.5,33.9
"1676","1950","2137.5",30,31.5,34.8,40.8,41.4,63.9,55.2,65.7,56.7,48,35.7,30
"1677","2025","2137.5",25.5,26.7,30,40.2,37.2,57.3,47.1,60,49.8,42.6,33,25.5
"1678","2100","2137.5",22.2,22.5,24.3,36.9,33.3,60,44.7,50.4,41.1,40.2,28.8,21.9
"1679","2175","2137.5",18.6,18.6,19.8,34.2,31.5,61.5,48.9,48,42.6,36.9,24.9,19.2
"1680","2250","2137.5",15.3,15,16.5,29.4,28.5,58.8,42.9,46.5,42,33.3,22.8,16.5
"1681","2325","2137.5",12,11.7,12.6,21.6,25.2,44.1,40.8,41.1,37.2,28.2,19.2,12.9
"1682","2400","2137.5",9.3,9.3,10.8,16.8,24.9,33.9,39.3,36.9,37.8,27.3,16.5,10.5
"1683","-2700","2250",0,0,0,0,0,0,0,0,0,0,0,0
"1684","-2625","2250",3.3,2.7,2.4,1.8,2.4,1.8,1.5,1.2,1.2,1.8,2.1,4.2
"1685","-2550","2250",3.6,3.3,3,2.1,2.4,1.8,1.5,1.2,1.2,1.5,2.1,3.6
"1686","-2475","2250",3.6,3,2.7,1.8,2.1,1.8,1.8,1.8,1.8,2.1,2.4,3.6
"1687","-2400","2250",3.6,2.4,1.8,1.8,1.8,1.8,2.4,3,3,2.4,2.4,3.3
"1688","-2325","2250",6,3.9,3,3.3,3,3.3,4.2,5.4,5.4,4.8,4.8,5.1
"1689","-2250","2250",6.9,5.4,4.8,5.4,4.8,5.1,6,8.7,8.7,7.5,6.9,6.3
"1690","-2175","2250",5.7,4.5,3.6,5.1,4.2,5.1,4.5,7.2,6.3,6.6,6,5.7
"1691","-2100","2250",10.8,12.6,10.8,13.5,10.8,15.6,11.4,18,15.6,15.3,12.6,9.6
"1692","300.00 2","250",19.5,7.5,7.2,2.4,0.6,20.1002,20.8003,9.3001,64.7001,7.1,59.7,29.4
"1693","375.00 2","250",9,3,2.7,0.3,0,5.4001,17.3002,18.7,71.4,40.2,31.5,15
"1694","450.00 2","250",5.1,1.5,0.9,0,0,3.6,90.6001,98.3,56.7,21.3,21.6,11.4
"1695","525.00 2","250",4.5,2.1,0.3,0,0,1.5,66.3001,58.7,45.9,12.9,13.5,10.5
"1696","600.00 2","250",4.2,0.9,0,0,0,0.3,38.4,93.3,46.5,9.6,13.2,9.9
"1697","675.00 2","250",2.4,1.5,0.3,0,0,0,13.5,69.3,50.1,7.5,8.7,6.9
"1698","750.00 2","250",2.1,0.6,0.3,0,0,0,9.6,90.6,39.6,6.3,6.9,8.1
"1699","825.00 2","250",0.3,0.3,0,0,0,0.3,3,23.4,3.9,1.5,2.4,3
"1700","900.00 2","250",3.9,3,0.9,0.6,1.2,7.2,4.5,60.3,34.2,7.2,8.7,5.4
"1701","975.00 2","250",18,23.7,16.8,14.1,19.8,30.6,6.6,32.4,20.7,26.1,47.7,22.8
"1702","1050","2250",14.1,22.2,35.1,44.1,60.9,55.5,14.1,18.6,11.4,24.9,38.7,16.5
"1703","1125","2250",3.9,6.9,20.4,38.1,55.8,50.1,20.1,12,7.8,9.3,12.6,4.2
"1704","1200","2250",17.1,23.7,42.3,62.4,80.7,80.1,48,27,13.8,21.6,28.5,21.6
"1705","1275","2250",39.9,47.4,68.7,86.7,93.6,87,57.6,38.7,22.5,44.1,51.3,50.4
"1706","1350","2250",44.1,39.3,48.3,56.7,54.6,54.3,29.7,10.8,10.5,32.4,48,57.9
"1707","1425","2250",32.4,25.8,20.7,23.4,29.1,44.4,30.6,11.7,9,19.2,31.5,39
"1708","1500","2250",38.1,28.8,20.7,23.1,36.6,55.5,40.5,15.3,18.3,25.2,34.8,43.5
"1709","1575","2250",25.2,20.4,16.5,16.5,36,61.5,43.5,21.6,21.3,21.3,24,30
"1710","1650","2250",32.4,26.4,21.3,18,39.6,66,46.2,26.4,26.7,26.7,28.8,34.5
"1711","1725","2250",37.8,34.2,31.5,22.5,50.7,84.9,55.8,40.2,40.8,33.9,35.7,39
"1712","1800","2250",34.5,33.9,34.2,26.4,49.2,81.6,53.7,48.3,45.9,38.4,36,35.4
"1713","1875","2250",31.2,33,34.5,31.8,43.5,77.4,55.2,59.4,48.6,44.1,33.6,31.5
"1714","1950","2250",27.6,29.4,32.1,35.1,38.7,57.6,49.8,55.8,48.6,42.9,32.1,27.9
"1715","2025","2250",24.9,25.2,27.9,36.6,34.2,51.6,40.8,53.7,44.1,39.6,30,24.3
"1716","2100","2250",21.9,21.6,23.4,34.5,31.5,59.4,42.6,48,38.4,39,26.7,21.6
"1717","2175","2250",17.7,17.1,18.9,32.7,29.1,62.7,47.7,45.9,40.5,36.3,24.3,18.3
"1718","2250","2250",15,14.7,16.5,29.1,27,59.7,42.6,46.5,41.4,34.5,23.1,16.5
"1719","2325","2250",11.7,11.7,12.3,20.7,24.3,44.1,41.4,42.6,36.6,28.5,18.9,12.9
"1720","2400","2250",9,8.7,10.5,16.2,24,33.9,37.8,35.7,37.5,27.3,16.5,10.2
"1721","-2700","2362.5",0,0,0,0,0,0,0,0,0,0,0,0
"1722","-2625","2362.5",3.3,2.7,2.4,2.1,2.4,1.8,1.5,1.2,1.2,1.8,2.4,4.2
"1723","-2550","2362.5",3.6,3.3,3,2.4,2.4,2.1,1.8,1.2,1.2,1.8,2.4,3.9
"1724","-2475","2362.5",3.3,2.7,2.4,1.8,2.1,1.8,1.8,1.8,1.8,2.1,2.1,3.3
"1725","-2400","2362.5",3,1.8,1.2,1.2,1.5,1.5,2.1,2.7,2.4,2.1,1.8,3
"1726","-2325","2362.5",6.6,4.5,3.3,3.3,3,3.3,4.2,5.4,5.4,4.8,5.1,5.7
"1727","-2250","2362.5",6.6,4.5,4.2,4.5,4.2,3.9,5.1,6.9,6.6,6.3,5.7,6.3
"1728","-2175","2362.5",7.2,7.8,8.1,8.7,6.6,6.9,6.9,9.6,9,9.6,9,8.1
"1729","-2100","2362.5",9,14.4,13.5,14.1,10.2,13.2,9.3,15.3,12.6,14.7,13.8,10.5
"1730","300.00 2","362.5",31.2,11.4,12.6,7.2,0.9,3.3,7.5,18.6,15,72.3,53.1,39
"1731","375.00 2","362.5",11.7,5.4,3.3,1.5,0,1.2,5.7,12.3,10.2,49.5,29.4,19.8
"1732","450.00 2","362.5",7.8,3.9,2.4,0.6,0,1.2,15.6,39.3,21.9,38.7,23.1,13.8
"1733","525.00 2","362.5",9.3,4.2,2.4,0.3,0,1.8,55.5001,56.3,83.4,30.6,19.2,17.1
"1734","600.00 2","362.5",10.5,4.2,0.9,0,0,0.9,53.7001,80.6001,28.1,24,16.8,18.6
"1735","675.00 2","362.5",8.1,3,0.3,0,0,0.3,42.3001,95.3001,1.1,14.1,13.8,10.5
"1736","750.00 2","362.5",4.5,1.2,0,0,0,0,23.4,95.7,28.8,5.4,7.8,4.5
"1737","825.00 2","362.5",11.1,3.6,0.3,0.3,0.6,3.6,20.4001,47,67.5,15,25.5,14.7
"1738","900.00 2","362.5",22.2,18.3,10.2,5.4,6.3,21.9,29.4001,1.7,49.8,31.2,58.5,30
"1739","975.00 2","362.5",28.5,36.9,30.6,24,34.2,54.6,23.7,40.5,23.4,38.4,69.3,33.6
"1740","1050","2362.5",10.2,16.5,22.8,32.7,47.4,52.8,15.6,16.8,13.2,19.5,27.6,10.8
"1741","1125","2362.5",3,5.7,18.6,33.3,42,37.8,14.1,8.7,6.3,7.8,9.9,3
"1742","1200","2362.5",2.1,4.5,15.9,30,40.5,33.9,16.8,8.4,5.4,6,7.2,2.7
"1743","1275","2362.5",22.5,33.6,60.6,87.3,98.7,108.6,79.2,45.3,34.8,37.2,36.6,26.4
"1744","1350","2362.5",49.5,46.8,50.4,66,82.5,114.3,72.6,36.3,25.2,42,45.3,61.5
"1745","1425","2362.5",47.4,38.7,34.2,40.2,51.3,59.7,33.9,11.4,12.9,28.5,40.2,54
"1746","1500","2362.5",45,34.5,25.8,28.5,44.4,61.2,42,14.1,16.5,27.6,36.9,48.3
"1747","1575","2362.5",39.6,32.1,21.6,21,39.6,60.9,43.5,17.4,20.7,26.1,31.5,42.9
"1748","1650","2362.5",46.5,38.4,28.2,21.9,49.5,74.1,51,27.3,29.4,31.8,39.9,48.3
"1749","1725","2362.5",44.7,41.1,36,24.9,53.7,79.5,54.6,37.8,38.1,37.5,42.6,47.1
"1750","1800","2362.5",35.7,36.3,34.5,26.1,48.9,75,54.9,43.8,45,39,37.5,37.5
"1751","1875","2362.5",31.5,33.6,34.2,30.3,45,71.4,55.2,52.8,46.5,42.9,34.8,32.4
"1752","1950","2362.5",27,28.8,30.9,33.6,39.9,55.8,50.4,53.1,45,41.4,31.2,27.3
"1753","2025","2362.5",24.3,25.2,27.6,34.8,35.1,50.7,44.1,50.4,42.3,39.6,28.2,24
"1754","2100","2362.5",21.3,21,23.1,33.3,31.5,60,46.5,46.8,38.4,39.6,25.5,20.7
