"","lat","lon","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"1262","-2175","900",18.9,32.7,34.8,34.5,38.1,29.7,21.3,21.6,18.6,20.1,22.5,19.8
"1263","-900","900",166.8,159.3,117.3,61.8,41.1,20.4,20.4,48,73.5,135.3,167.4,195.9
"1264","-825","900",110.1,125.4,84,40.5,39,20.1,20.7,42.6,62.4,114.3,142.2,155.7
"1265","-750","900",102.9,120.9,75.3,33.3,31.5,23.1,20.7,34.8,57.3,108.9,177.9,165.3
"1266","-675","900",94.2,117.9,71.4,21.6,14.1,12.9,13.5,19.5,36.9,75.3,150,143.4
"1267","-600","900",126.9,168.3,86.7,27.6,15.3,10.8,10.2,12,23.4,67.5,173.4,165.6
"1268","-525","900",162.9,193.5,106.8,20.4,4.5,2.1,2.7,3.9,9.9,38.4,151.2,173.4
"1269","-450","900",240.6,244.2,163.5,31.5,6,1.8,1.8,4.5,17.4,66.6,207.6,240
"1270","-375","900",245.4,237.9,191.4,37.8,4.2,0.9,0.9,4.5,22.8,87,221.4,261
"1271","-300","900",198.6,196.2,186,42.6,3.3,0.6,1.2,6,28.8,114.3,250.2,258.3
"1272","-225","900",135,159.6,166.8,50.1,3,0.9,2.1,8.4,44.1,158.1,282.3,222
"1273","-150","900",85.2,128.7,149.1,66.6,6.3,2.7,4.2,21.3,92.7,221.4,283.5,175.2
"1274","-75","900",41.4,93.6001,44,91.5,25.2,15.9,21.6,72.9001,90.5002,70.9002,83.5001,41.9
"1275","0","900",8.7,47.7001,16.1001,3.8,73.5,69.3001,2.3001,88.1002,64.9002,57.4002,36.4,85.8
"1276","75","900",0.9,13.5,75.3001,12.5001,28.4001,47.3001,92.9002,54.1002,73.0002,31.6001,92.3,35.1
"1277","150","900",0,1.8,33.0001,9.5001,61.1001,72.8002,6.4002,39.7002,49.9001,98.3001,15.8,6.6
"1278","225","900",0,0,12.3,60.3001,60.5001,69.2002,4.9002,52.9002,7.0001,40.4,35.4,0.3
"1279","300","900",0,0,3.6,22.8001,22.7001,89.3002,10.9002,47.2001,77.9,67.5,6.3,0
"1280","375","900",0,0,0.9,5.1,56.4001,36.2001,65.0001,80,91.2,11.1,1.5,0
"1281","450","900",0,0,0,1.8,18.9,39.9,28.2,41.4,14.1,2.4,0.3,0
"1282","525","900",0,0,0,0.3,7.8,9.6,2.4,3.9,2.7,0.3,0,0
"1283","600","900",0,0,0,0.3,2.7,1.8,0.3,0,0.3,0.3,0,0
"1284","675","900",0,0,0,0.3,1.8,0.6,0,0,0,0.6,0,0
"1285","750","900",0.3,0,0.3,0.3,1.8,0.3,0,0,0.3,0.6,0,0
"1286","825","900",0.9,0.6,0.3,0.3,1.2,0.3,0,0,0.6,0.6,0.6,0.6
"1287","900","900",2.4,1.8,1.2,0.6,0.9,0.3,0,0.3,0.9,3,1.8,2.1
"1288","1125","900",60.6,46.2,32.4,28.5,47.7,57.9,43.2,63.6,35.1,61.5,64.8,60.9
"1289","1200","900",95.4,82.5,79.2,64.5,75.3,59.1,28.2,45.3,54.3,86.7,96.9,97.8
"1290","1500","900",100.2,86.4,65.7,52.8,59.7,69,63.9,58.8,79.8,93.3,95.4,108.9
"1291","1575","900",66.3,59.7,44.7,33,46.5,60.6,59.1,51.3,61.8,57.6,66,72.6
"1292","1650","900",84.9,80.1,62.1,42.3,60.9,78.3,77.1,64.2,81.6,77.4,86.7,93.3
"1293","1725","900",67.2,65.1,54,40.2,51.6,77.4,78.6,61.5,70.5,66.6,73.8,70.2
"1294","1800","900",58.8,60.3,55.2,43.8,51.9,77.4,88.2,63,69.3,66.3,68.1,60
"1295","1875","900",49.5,54.3,56.7,51.3,52.8,79.5,99.9,75,73.5,72.9,64.8,51.6
"1296","1950","900",28.5,32.4,36.3,39.3,37.8,58.8,73.8,57.3,56.4,51,40.5,29.7
"1297","2025","900",24.6,28.8,33.9,44.7,43.2,77.7,99.9,75.9,63.6,54,36.9,25.8
"1298","2100","900",18.9,21.9,26.1,36.9,33,57.3,66.9,60.9,51.6,48.3,33,21.3
"1299","2175","900",16.8,18.6,23.1,34.5,31.8,43.8,52.8,49.5,50.1,45,32.4,19.8
"1300","2250","900",13.8,15,18.9,30,29.1,42,48.3,41.1,44.7,38.7,29.1,17.4
"1301","2325","900",11.4,11.7,16.2,26.7,25.8,33.3,43.2,41.4,44.1,36,28.5,15.6
"1302","2400","900",9.3,9.6,12.9,21.3,25.8,23.1,31.5,41.1,42.6,32.7,24.6,12.3
"1303","-2700","1012.5",0,0,0,0,0,0,0,0,0,0,0,0
"1304","-2625","1012.5",2.4,2.1,2.1,1.5,2.4,1.8,1.8,2.1,1.8,2.1,2.4,3.9
"1305","-2550","1012.5",4.2,3.3,3,2.4,3.3,2.4,2.4,2.7,2.7,2.7,3.3,6.3
"1306","-2475","1012.5",6,5.1,4.8,4.5,5.1,4.2,3.9,3.6,3.6,4.5,5.4,7.8
"1307","-2400","1012.5",4.8,3,3,2.7,3,2.7,2.4,2.4,3,2.7,3.3,5.7
"1308","-2325","1012.5",4.8,4.2,4.2,3.9,4.2,3.9,3,3.6,3.9,3.3,4.5,6.3
"1309","-2250","1012.5",5.4,6.6,7.5,7.8,7.8,7.2,5.1,6,5.7,5.1,6.3,6.6
"1310","-2175","1012.5",15.9,25.8,28.8,29.4,30.9,26.1,18.3,18.9,16.8,17.1,18.3,16.8
"1311","-2100","1012.5",35.7,62.7,69,68.7,75.6,65.4,49.8,46.5,40.2,40.2,36.6,33.3
"1312","-600","1012.5",177,198.3,130.5,50.7,14.4,12.3,13.5,21.6,34.5,61.2,170.1,187.2
"1313","-525","1012.5",177.9,204,134.7,48.3,19.2,10.8,12,13.2,15,33.3,157.8,184.5
"1314","-450","1012.5",233.4,244.8,168,45.9,12.3,3.6,3.9,3.9,10.5,33,162.9,225.3
"1315","-375","1012.5",255,234.3,179.7,48.9,13.2,9.6,10.8,7.8,12,40.2,177.6,247.5
"1316","-300","1012.5",202.5,178.5,147.6,39,10.2,1.5,1.2,1.5,7.5,44.1,192,228.3
"1317","-225","1012.5",160.5,147,114.6,35.1,7.5,1.2,0.9,1.5,7.8,56.7,218.1,212.4
"1318","-150","1012.5",109.2,108,82.8,34.2,4.5,1.2,0.6,1.5,12.9,83.4,218.7,181.8
"1319","-75.00 1","12.5",54.3,70.2,60.9,40.5,6.9,3.3,1.8,6.9,39.6001,40.7002,13.0001,50.9
"1320","0.00 1","12.5",23.4,44.4,56.4,56.1,36.3,20.7,21.3,57.0001,39.2002,29.8002,29.5001,27.5
"1321","75.00 1","12.5",1.5,8.7,23.7,35.1,44.1,33.9,56.4001,5.3001,43.1001,29.3001,18.8,33.6
"1322","150.00 1","12.5",0.3,4.8,24.3,60,88.2001,3.2001,56.3002,10.9002,16.3001,32.0001,21.8,23.7
"1323","225.00 1","12.5",0,0.9,17.4,87.6001,52.7001,67.7002,18.1002,60.7002,30.1001,40.1,84.6,4.5
"1324","300.00 1","12.5",0,0.3,8.1,50.4001,78.8001,92.6002,5.5002,31.9001,85.4,93.6,22.5,0.3
"1325","375.00 1","12.5",0,0,2.7,12.6001,17.9002,45.4002,32.5002,26.2001,46.7,32.4,5.7,0
"1326","450.00 1","12.5",0,0,0.6,1.8,24.3,67.8,65.1,71.4,19.8,4.5,1.2,0
"1327","525.00 1","12.5",0,0,0.3,1.2,10.8,16.8,2.1,3.3,3,2.7,0.6,0
"1328","600.00 1","12.5",0,0,0.3,0.3,6.6,5.4,0.3,0.3,0.3,1.5,0.9,0
"1329","675.00 1","12.5",0.3,0.3,0.3,0.3,3,2.1,0,0,0,0.9,0,0.3
"1330","750.00 1","12.5",0,0,0.3,0.3,1.8,0.9,0,0,0.3,0.6,0,0
"1331","825.00 1","12.5",0.9,0.9,0.9,1.2,3,1.2,0,0,0.9,1.5,0.3,0.6
"1332","900.00 1","12.5",2.7,2.1,1.8,1.2,2.1,0.6,0,0,1.5,3.6,1.5,2.1
"1333","1125","1012.5",51,36.9,29.1,28.5,42.6,51,24.3,27.9,15.9,60.6,53.1,50.1
"1334","1200","1012.5",57.9,53.4,57,53.1,63.9,53.1,19.2,26.1,34.5,66.9,65.4,55.8
"1335","1500","1012.5",74.1,58.8,47.7,33.3,35.4,46.2,42.3,35.4,40.8,60.9,67.2,74.4
"1336","1575","1012.5",99,88.2,72.3,50.1,63,78.3,75.9,69,78,82.8,93.3,106.2
"1337","1650","1012.5",92.4,87.9,78.3,62.4,78,107.7,103.8,84.3,104.1,91.5,97.2,102.3
"1338","1725","1012.5",69,66.6,61.2,51,61.8,97.8,100.8,77.7,86.1,72.6,77.1,73.5
"1339","1800","1012.5",53.1,53.4,50.7,42,48.6,78,84.6,58.8,65.7,59.1,63.3,54.9
"1340","1875","1012.5",47.1,51,53.4,50.4,52.2,80.4,96.6,72.9,76.8,67.5,59.1,48
"1341","1950","1012.5",31.5,35.4,39,41.4,39.6,62.4,78.6,61.8,56.4,51,40.8,31.5
"1342","2025","1012.5",30.6,34.2,39.3,50.4,44.1,77.7,93.9,76.8,69,62.7,43.2,31.2
"1343","2100","1012.5",19.5,22.5,26.1,35.4,30.9,52.8,59.7,56.4,48.3,45.6,30.3,21.3
"1344","2175","1012.5",18,20.1,24.3,34.8,32.4,47.4,51.9,49.5,50.1,47.1,33.6,20.7
"1345","2250","1012.5",14.4,15.6,18.9,29.7,30.6,45.9,53.1,44.1,43.8,37.5,27.6,16.8
"1346","2325","1012.5",11.7,12,16.8,26.7,25.8,36.6,45.6,42.6,42,34.5,27.6,15.3
"1347","2400","1012.5",9.3,9.9,13.2,21.3,26.4,24,31.5,42.3,41.1,33,24.6,12.6
"1348","-2700","1125",0,0,0,0,0,0,0,0,0,0,0,0
"1349","-2625","1125",3,2.4,2.1,1.5,2.4,1.8,1.8,2.1,1.8,2.1,2.4,4.2
"1350","-2550","1125",3.9,3,2.4,1.8,2.7,2.1,2.1,2.4,2.4,2.4,3,5.4
"1351","-2475","1125",5.1,3.9,3.6,3.3,3.9,3.3,3,2.7,3,3.6,4.2,6.6
"1352","-2400","1125",3.6,2.1,2.1,1.8,2.1,1.8,1.8,1.8,2.4,2.1,2.4,4.2
"1353","-2325","1125",4.5,3.6,3.3,3.3,3.3,3,2.4,3,3.3,3,3.9,5.7
"1354","-2250","1125",4.2,4.8,6,6.3,6.6,6,4.8,5.4,5.1,4.8,5.1,5.4
"1355","-2175","1125",11.7,18.6,21.9,22.8,23.1,19.8,13.8,14.7,12.9,12.6,13.2,12.6
"1356","-2100","1125",29.1,56.4,66.9,65.1,67.5,58.8,41.4,37.8,33.3,33.6,30.6,27
"1357","-450","1125",276.6,236.4,193.2,108,57,31.2,31.2,24.6,17.4,20.7,110.4,259.5
"1358","-375","1125",235.2,149.4,117.9,81.9,43.5,16.5,12.9,7.2,5.1,15.3,113.4,249.6
"1359","-300","1125",140.7,63.3,42,52.2,38.7,7.2,2.4,1.8,1.8,14.4,117,204.3
"1360","-225","1125",80.4,36,20.7,26.1,38.4,7.8,0.9,0.9,2.7,22.5,120.3,147.9
"1361","-150","1125",53.1,27,16.2,17.4,23.7,6.6,0.6,0.3,1.8,30,131.4,126.9
"1362","-75.00 1","125",14.4,12.9,7.8,12,8.1,3,0.9,0,3,42.9001,26.3,79.2
"1363","0.00 1","125",0.6,1.5,2.1,9.3,6,2.1,1.2,1.2,9.9,64.2,88.5,23.4
"1364","75.00 1","125",0.3,1.2,1.2,12.9,17.7,4.5,6.3,12.6,30.9,75.3,65.7,7.8
"1365","150.00 1","125",1.2,4.5,7.2,22.8,62.4,42.6,55.5001,11.6001,51.5,94.8,61.2,12
"1366","225.00 1","125",0.9,10.2,14.7,24.3,90.3001,19.4001,69.5002,17.8002,0.4,51,26.1,2.7
"1367","300.00 1","125",0.3,6.9,14.1,28.5,92.4001,18.8001,92.9002,3.4001,57.2,32.4,18.9,0.9
"1368","375.00 1","125",0.6,6.3,20.1,34.2,87.3,86.7,91.8001,11.3,71.4,26.4,22.2,1.5
"1369","450.00 1","125",1.2,0.9,1.8,4.2,39,58.2,30.3,57.3,18.9,9,4.2,0.9
"1370","525.00 1","125",6.6,5.7,2.4,3,8.1,10.2,0.9,3.9,2.1,5.1,4.8,4.8
"1371","675.00 1","125",0,0.3,0.6,1.8,5.7,6.3,0,0.3,0.6,1.8,0.6,0
"1372","750.00 1","125",0.9,0.6,0.9,2.1,7.2,6.9,0.3,0,0.9,3.6,1.2,0.6
"1373","825.00 1","125",0.9,0.9,0.6,1.5,7.2,4.2,0.3,0.3,1.5,6,1.8,0.6
"1374","900.00 1","125",3.9,2.7,2.4,1.5,4.8,2.4,0,0.3,1.8,5.4,2.1,3.3
"1375","975.00 1","125",6.6,6,4.8,2.1,3,1.2,0.9,0.9,1.5,6.9,4.5,5.1
"1376","1125","1125",40.2,27.9,25.8,23.4,29.7,24,5.4,5.4,6.3,40.5,37.2,36.3
"1377","1200","1125",45.9,45,47.7,42.3,37.5,25.8,3.9,8.1,20.4,60.3,54.9,40.2
"1378","1425","1125",60.3,46.8,39.9,27.3,17.4,15.9,15.9,18.9,26.4,44.1,55.5,68.1
"1379","1500","1125",75.6,60,50.1,36.3,40.5,56.4,51.9,42.6,39.6,56.1,69.3,78.9
"1380","1575","1125",84.6,71.7,61.8,40.5,51.9,71.7,66.6,58.8,58.8,65.4,72.6,88.2
"1381","1650","1125",59.4,54.9,49.8,33.6,49.2,69,66.6,50.4,57,49.8,53.1,63.9
"1382","1725","1125",54,50.7,48.3,34.2,47.7,73.5,75,56.4,62.1,49.2,54.6,58.8
"1383","1800","1125",52.8,53.1,52.2,39.9,45.3,72,81,57.3,68.4,56.4,59.7,55.5
"1384","1875","1125",45.6,48.6,51.6,46.2,47.1,71.1,81,63.6,69.6,61.8,55.2,46.2
"1385","1950","1125",39.9,42.3,47.1,50.7,44.4,69.3,79.5,72,67.2,63.3,49.5,38.7
"1386","2025","1125",28.5,29.7,35.1,42.6,36,60.3,65.7,59.7,55.5,54.9,37.8,27.6
"1387","2100","1125",22.5,24.3,28.5,37.8,31.5,54.6,57.3,53.4,51.6,48.9,33,23.4
"1388","2175","1125",18.3,20.1,24.3,34.2,32.4,49.8,53.1,47.4,47.1,45.6,32.4,20.1
"1389","2250","1125",14.7,15.9,19.5,30.3,30.3,49.2,55.2,45,42.6,37.8,27.3,16.8
"1390","2325","1125",12,12,16.5,26.4,26.4,38.7,44.1,42.6,40.2,33.3,26.4,15
"1391","2400","1125",9.3,9.6,12.9,20.7,25.2,24,31.2,42,39.6,32.7,23.7,12.6
"1392","-2700","1237.5",0,0,0,0,0,0,0,0,0,0,0,0
"1393","-2625","1237.5",3,2.1,1.8,1.2,2.1,1.5,1.5,1.8,1.8,1.8,2.4,4.2
"1394","-2550","1237.5",3.3,2.4,1.8,1.5,2.1,1.5,1.5,1.8,1.8,1.8,2.4,4.8
"1395","-2475","1237.5",4.2,2.7,2.4,2.1,2.7,2.4,2.4,2.1,2.4,2.7,3,5.1
"1396","-2400","1237.5",3.3,1.8,1.5,1.2,1.5,1.5,1.5,1.5,2.1,1.5,1.8,3.6
"1397","-2325","1237.5",4.2,3.3,3,3.3,3,2.7,2.4,2.7,3,3,3.6,4.8
"1398","-2250","1237.5",4.8,4.5,4.8,5.1,5.1,4.8,3.9,4.8,4.5,4.5,5.1,5.7
"1399","-2175","1237.5",8.7,13.5,17.7,18.9,18.6,15.9,11.1,12,10.8,10.2,10.5,9.6
"1400","-2100","1237.5",30,59.4,74.4,71.4,69.3,58.8,39.3,34.8,31.8,31.2,28.5,26.4
"1401","0.00 1","237.5",0,0,0,1.2,18.3,42.3,8.7,3,6.3,76.8001,2,3
"1402","75.00 1","237.5",0,0.3,0,1.5,8.1,1.5,0.9,0.3,4.8,77.1,49.2,0.6
"1403","150.00 1","237.5",0,0.3,0,3,23.1,4.8,1.8,1.8,22.8,73.5,21.6,0.3
"1404","225.00 1","237.5",0,0.3,0.3,3.9,33,27.9,31.8,52.5,82.5,21,8.1,0.3
"1405","300.00 1","237.5",10.8,11.1,2.4,2.4,19.5,22.5,72.3001,9.2,50.4,9.9,6.9,5.1
"1406","375.00 1","237.5",0.6,2.4,1.8,2.7,18.9,20.1,31.2,54.9,39,2.7,0.6,0.3
"1407","450.00 1","237.5",0,0.9,2.1,4.5,30.3,28.5,18.6,33.6,15,3.3,1.2,0
"1408","525.00 1","237.5",0.9,3.3,6.3,8.7,39.3,38.4,3.9,14.4,7.8,8.7,4.2,1.8
"1409","600.00 1","237.5",0.6,1.8,4.8,5.1,18,18,0.9,2.1,2.4,5.1,2.7,0
"1410","675.00 1","237.5",1.5,2.4,3.9,3.6,15.9,14.1,0.3,0.3,2.7,6.9,5.4,2.1
"1411","750.00 1","237.5",0.6,1.2,1.5,2.4,13.8,9.6,0.3,0,1.8,11.7,4.2,1.2
"1412","825.00 1","237.5",0.3,0.6,0.6,1.2,8.1,4.5,0,0,1.2,8.4,2.7,0.3
"1413","900.00 1","237.5",0.3,1.2,1.5,2.1,7.8,3.3,0,0,1.5,9.6,2.1,0.3
"1414","975.00 1","237.5",2.1,2.1,3,3.3,5.1,1.5,0,0,1.5,11.1,3.3,1.8
"1415","1050","1237.5",21.6,16.5,13.2,9.6,9.6,4.5,2.7,2.7,3.3,22.5,18.9,19.8
"1416","1125","1237.5",39.6,36,39.6,32.7,31.8,13.8,1.5,13.2,28.8,43.5,40.8,35.1
"1417","1275","1237.5",62.4,55.5,53.7,38.1,30.9,16.5,4.8,9.6,13.5,40.2,58.8,63.9
"1418","1500","1237.5",72.9,58.5,47.1,34.2,30.9,49.2,50.4,43.8,42.6,49.8,65.1,80.7
"1419","1575","1237.5",82.8,70.8,59.4,38.4,49.2,70.2,70.5,57.9,61.5,57.9,66.9,87.3
"1420","1650","1237.5",73.5,65.4,58.8,37.2,53.4,76.2,75,64.2,67.8,59.4,64.2,77.4
"1421","1725","1237.5",66.3,62.7,57.9,39.6,51.9,72.6,75,61.8,71.1,59.4,66,71.4
"1422","1800","1237.5",56.7,57.3,56.4,42.3,47.7,69.3,77.7,63.6,71.1,60.6,61.2,60.3
"1423","1875","1237.5",42.6,46.5,48.9,42,40.5,63.9,65.7,55.5,60.3,55.8,51.3,44.1
"1424","1950","1237.5",37.8,39.3,44.7,46.8,38.7,59.7,63.9,61.5,60.9,57.9,46.8,36.3
"1425","2025","1237.5",28.5,28.8,35.1,40.2,33.9,52.2,54,53.4,51,51.3,37.8,27.9
"1426","2100","1237.5",24.9,25.5,30.6,40.2,34.2,58.2,56.4,51.9,53.7,52.8,35.7,24.9
"1427","2175","1237.5",18.9,20.4,24,34.8,33,53.4,53.7,44.4,45.3,44.1,31.2,19.8
"1428","2250","1237.5",15.6,16.2,20.7,31.5,30.3,52.8,55.5,46.2,43.8,39.9,28.5,17.4
"1429","2325","1237.5",12,12,16.2,26.4,27.3,40.8,43.2,43.2,39.6,33.3,25.2,14.7
"1430","2400","1237.5",9.3,9.6,12.6,20.1,24.3,24,31.8,40.5,38.1,32.4,22.8,12.3
"1431","-2700","1350",0,0,0,0,0,0,0,0,0,0,0,0
"1432","-2625","1350",2.7,2.1,1.8,1.2,2.1,1.5,1.5,1.8,1.8,1.8,2.4,4.2
"1433","-2550","1350",3,1.8,1.5,1.2,1.8,1.2,1.2,1.5,1.5,1.5,2.1,4.2
"1434","-2475","1350",3.6,2.1,1.8,1.5,2.1,1.8,1.8,1.8,2.1,2.1,2.4,4.5
"1435","-2400","1350",3,1.8,1.5,1.2,1.5,1.2,1.2,1.5,1.8,1.5,1.8,3.3
"1436","-2325","1350",3.6,3,2.7,2.7,2.7,2.4,2.1,2.4,2.7,2.7,3.3,3.9
"1437","-2250","1350",4.2,3.6,3.6,3.9,4.2,3.6,3,3.9,3.9,3.6,4.2,4.8
"1438","-2175","1350",6.9,9.6,13.2,14.4,14.1,12,8.4,9.3,8.7,7.8,8.4,8.1
"1439","-2100","1350",24.6,48.6,66.6,66.6,61.5,50.4,32.1,28.2,26.1,24.3,22.8,21
"1440","-675","1350",157.8,129.3,95.4,29.7,11.4,9.9,13.2,21,42.3,78.3,123,139.2
"1441","-600","1350",313.2,271.5,162,34.5,9.9,9.6,11.1,17.7,55.5,114.9,194.4,265.8
"1442","75.00 1","350",0,0,0,0.9,14.7,4.8,0.6,0.6,11.7001,26,59.1,0.6
"1443","150.00 1","350",0.3,0,0,0.6,18.9,6.9,0.6,0.6,23.4,70.8,24,2.1
"1444","225.00 1","350",1.8,2.1,0.6,0.3,22.5,13.5,3.6,6.3,19.2,41.4,51.3,8.4
"1445","375.00 1","350",0,0.6,0.3,1.2,11.1,25.5,91.2001,66.8,85.8,10.8,5.1,0.3
"1446","450.00 1","350",17.4,4.2,1.8,2.7,19.2,18.9,11.4,21.6,9.9,4.2,6,20.4
"1447","525.00 1","350",22.8,13.2,3.3,2.7,21,12.9,2.1,3,2.1,3.9,18,27.3
"1448","600.00 1","350",9,8.7,3,3.3,17.4,9.9,0.3,0.9,1.8,6.6,17.7,12
"1449","675.00 1","350",1.8,4.5,3,3.9,15.6,8.1,0.3,0.3,1.5,13.8,13.8,3
"1450","750.00 1","350",1.8,2.4,2.4,2.4,8.4,4.2,0,0.3,0.9,18.6,9,2.1
"1451","825.00 1","350",0.6,1.5,2.1,2.1,7.5,1.8,0,0,1.2,16.8,7.5,0.6
"1452","900.00 1","350",0.6,1.8,3,3.9,9.9,1.5,0,0,1.5,14.4,4.5,0.9
"1453","1050","1350",35.4,27.9,24,15.3,20.1,4.8,0.6,1.2,3.3,41.1,43.2,39
"1454","1125","1350",53.4,49.2,57.3,44.4,42.3,15,1.8,9.3,15,50.4,60,53.7
"1455","1275","1350",39,40.2,38.4,25.8,20.7,11.1,4.2,9,8.7,30,45,42.3
"1456","1500","1350",77.1,61.8,50.1,33.3,27.9,35.4,38.7,35.7,41.7,46.8,66.6,83.4
"1457","1575","1350",96.9,81.3,74.1,49.5,63,93.6,89.7,78.9,78.9,68.4,82.5,105
"1458","1650","1350",73.5,65.4,56.1,37.2,47.4,70.2,73.5,60.3,65.1,56.1,64.5,76.8
"1459","1725","1350",71.4,66.3,60.6,39.9,47.1,68.7,69,64.2,69.9,62.7,68.4,73.8
"1460","1800","1350",58.2,59.4,56.4,41.1,47.1,70.8,72.6,64.2,67.8,64.5,62.4,63
"1461","1875","1350",44.4,49.5,50.7,41.1,40.8,67.2,67.2,62.7,58.2,58.2,52.8,47.4
"1462","1950","1350",36.3,39.3,43.5,42.3,35.1,55.8,59.1,55.5,54.3,53.4,45,36.9
"1463","2025","1350",30.3,30.6,36.6,40.5,33.3,51.6,54.6,51,49.8,51.3,39,29.1
"1464","2100","1350",25.5,25.2,30.3,39.3,33.6,57.9,52.8,48.3,48.3,51.6,35.4,24.6
"1465","2175","1350",18.9,19.5,23.7,34.8,32.4,55.8,51.9,42.3,44.1,42.9,30.6,19.2
"1466","2250","1350",15.9,16.2,21.3,32.7,31.2,56.1,53.1,46.2,44.7,41.4,29.7,17.7
"1467","2325","1350",12,12.3,15.6,25.8,27.9,41.1,42.9,42.3,39.3,33.3,24,14.4
"1468","2400","1350",9.3,9.6,12.3,19.5,23.7,24.9,33,39.6,36.3,32.1,21.6,12.3
"1469","-2700","1462.5",0,0,0,0,0,0,0,0,0,0,0,0
"1470","-2625","1462.5",2.7,2.1,1.8,1.2,1.8,1.5,1.5,1.8,1.5,1.8,2.1,4.2
"1471","-2550","1462.5",2.7,1.8,1.2,0.9,1.2,0.9,0.9,1.2,1.2,1.2,1.8,3.6
"1472","-2475","1462.5",3.3,2.1,1.5,1.2,1.5,1.5,1.5,1.5,1.8,1.8,2.1,3.6
"1473","-2400","1462.5",3.3,2.1,1.8,1.2,1.5,1.5,1.2,1.5,2.1,1.5,1.8,3.6
"1474","-2325","1462.5",3.6,3,2.7,2.4,2.4,2.4,1.8,2.4,2.7,2.7,3.3,3.6
"1475","-2250","1462.5",4.2,3.6,3.9,4.2,3.9,3.3,2.7,3.6,3.9,3.6,4.5,5.1
"1476","-2175","1462.5",6.9,7.2,9.6,10.8,10.2,8.7,6.3,7.5,7.2,6.3,7.5,7.8
"1477","-2100","1462.5",18.3,32.4,46.8,49.2,45.3,37.8,24.3,21.6,20.1,17.7,17.4,15.6
"1478","-2025","1462.5",51,90.3,115.8,120,116.1,98.1,69.6,57,51.3,48.6,42,40.2
"1479","-600","1462.5",178.2,156.9,126.9,57.6,25.8,23.1,26.4,32.4,46.2,82.2,144.9,168
"1480","-525","1462.5",281.7,213,148.8,35.4,5.7,3,6.3,5.7,8.4,27,90.3,219.9
"1481","450.00 1","462.5",0,0.3,0,0.9,6.6,12.6,27.6,27.6,22.8,5.4,2.4,0
"1482","525.00 1","462.5",2.1,1.2,1.5,2.7,10.5,6.9,0.9,1.8,0.9,2.7,2.4,1.8
"1483","600.00 1","462.5",0.9,3.3,3.3,2.7,12.3,6.3,0.6,1.8,0.6,4.8,6.6,0.6
"1484","675.00 1","462.5",0.6,5.1,5.1,3.6,8.1,1.8,0,0.9,0.6,12,12.3,0.9
"1485","900.00 1","462.5",3.6,4.5,8.7,9.3,11.7,0.9,0,0,0.6,20.1,15.6,3.9
"1486","975.00 1","462.5",22.2,19.8,21.3,17.1,18.9,1.8,0.3,0.3,0.6,32.1,37.2,22.8
"1487","1050","1462.5",36.3,35.7,37.5,30.3,34.2,10.2,1.8,12.3,28.5,40.8,48.3,39.9
"1488","1125","1462.5",22.2,27,41.1,42,40.8,11.7,0.6,7.8,15.6,34.2,30.3,22.2
"1489","1575","1462.5",77.4,58.8,50.7,30.6,34.2,51.3,51.9,46.8,43.5,43.8,62.1,79.8
"1490","1650","1462.5",81.3,68.1,59.4,39.3,47.1,65.7,68.7,60.6,63.6,55.8,67.5,85.2
"1491","1725","1462.5",75,69.6,60,39.6,42.6,69.3,69.9,61.2,68.7,59.4,67.5,75.9
"1492","1800","1462.5",60,60.3,56.7,39.3,44.4,72.9,69.3,62.1,67.2,65.7,63,61.5
"1493","1875","1462.5",49.2,53.7,54,41.1,44.1,77.1,68.4,70.5,64.5,64.8,57.6,51.3
"1494","1950","1462.5",38.1,42.3,46.2,41.4,37.5,63.9,65.4,59.1,54.9,55.5,47.4,39.3
"1495","2025","1462.5",33,34.2,39,42,35.1,57.9,58.2,51.6,50.1,55.5,42,32.1
"1496","2100","1462.5",25.5,25.8,30.6,39.3,32.1,57.6,50.4,46.5,44.1,49.8,34.8,24.9
"1497","2175","1462.5",19.8,20.1,25.2,37.2,34.2,58.2,54.6,43.5,46.2,44.7,31.8,20.1
"1498","2250","1462.5",14.4,14.7,19.5,30.9,29.7,56.1,49.8,43.2,42,38.7,27.9,16.2
"1499","2325","1462.5",11.7,12.3,15.6,25.8,28.5,41.4,44.4,42.3,39.6,34.2,23.7,14.4
"1500","2400","1462.5",9.6,9.6,12.3,19.2,23.4,25.8,34.5,40.5,36.3,31.8,21,12.3
"1501","-2700","1575",0,0,0,0,0,0,0,0,0,0,0,0
"1502","-2625","1575",2.7,1.8,1.5,1.2,1.8,1.2,1.2,1.5,1.5,1.8,2.1,4.2
"1503","-2550","1575",2.7,1.8,1.2,0.9,1.2,0.9,0.9,0.9,1.2,1.2,1.8,3.3
"1504","-2475","1575",3.3,2.1,1.5,1.2,1.5,1.2,1.2,1.5,1.8,1.5,2.1,3.3
"1505","-2400","1575",3.6,2.7,2.4,1.5,1.8,1.8,1.5,1.8,2.1,1.8,2.4,3.9
"1506","-2325","1575",3.3,2.7,2.4,2.1,2.1,2.1,2.1,2.4,3,2.7,3.3,3.6
"1507","-2250","1575",4.8,3.9,3.9,3.9,3.9,3.3,3,3.9,4.5,3.9,5.1,5.7
"1508","-2175","1575",6.6,5.1,6.6,7.5,7.2,6.6,5.4,6.6,6.9,5.7,6.9,7.2
