lat,lon,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
76.25,-120,24.84,22.74,23.58,39.36,60.45,103.5,97.68,68.91,57.18,41.34,29.64,25.65
76.25,-116.25,15.15,14.19,15.33,24.99,33.51,44.4,43.95,35.88,39.57,29.31,20.7,22.02
76.25,-112.5,16.62,15.72,15.81,21.75,22.17,25.29,30.72,24.09,37.5,30.57,23.85,23.64
76.25,-108.75,19.86,18.6,19.65,26.4,24.84,21.9,30.87,28.2,41.37,37.29,28.68,26.91
76.25,-105,17.82,16.23,18.09,23.64,19.83,15,23.61,23.58,38.46,36.24,27.96,23.61
76.25,-101.25,17.1,15.36,18.03,21.81,16.74,13.8,20.7,21.15,37.98,37.77,28.71,21.18
76.25,-97.5,15.45,13.56,15.96,18.72,13.11,11.49,16.32,16.92,34.47,32.55,21.75,17.82
76.25,-93.75,14.1,12.78,15,17.46,12.51,12.87,17.85,17.34,33.99,31.26,20.16,15.63
76.25,-90,13.26,12.51,14.55,17.58,13.35,14.67,20.07,20.22,36.24,31.86,20.04,14.61
76.25,-86.25,13.29,12.84,15.21,19.98,16.53,18.48,23.97,25.71,41.22,34.86,21.84,15.51
76.25,-82.5,12.84,12.69,15.27,22.53,19.41,23.85,29.34,30.93,45.36,37.29,23.19,16.5
76.25,-78.75,11.37,11.4,13.86,21.18,22.02,32.46,37.38,32.52,44.67,35.01,21.48,15.75
76.25,-75,10.26,10.44,12.66,19.41,24.06,39.03,42.3,34.35,43.32,33.24,20.64,14.94
76.25,-71.25,10.26,10.32,12.3,18.93,26.79,43.8,46.41,37.29,43.56,33.03,20.76,14.79
76.25,-67.5,10.89,10.83,12.39,19.44,29.31,45.63,47.91,41.22,44.43,34.05,22.17,15.51
76.25,-63.75,11.25,11.28,12.3,19.86,29.76,46.32,49.26,44.04,44.94,35.34,23.67,16.44
76.25,-60,10.92,11.04,11.64,19.59,29.82,46.95,51.12,44.76,44.91,35.79,24.21,16.59
76.25,-56.25,10.59,10.83,11.1,19.65,29.58,50.55,54.9,46.47,45.84,36.12,24.66,16.47
76.25,-52.5,10.05,10.26,10.38,19.26,29.13,55.38,59.85,46.95,43.92,34.44,23.79,15.48
76.25,-48.75,10.23,10.35,10.62,19.83,30.18,59.19,65.76,48.96,43.11,33.18,23.19,14.97
76.25,-45,11.01,10.74,11.61,21.15,29.55,52.44,62.7,50.46,43.77,34.8,23.52,15.24
76.25,-41.25,13.8,12.51,13.86,24.36,32.1,44.67,59.79,58.2,48.54,44.73,35.34,20.28
76.25,-33.75,9.66,8.88,10.2,21.18,31.38,51.9,62.58,61.86,40.56,37.59,28.35,13.86
76.25,-30,16.83,15.72,17.64,34.35,61.26,116.67,123.87,106.5,65.79,48.72,30.63,21.21
76.25,-26.25,8.94,7.65,8.91,20.52,44.73,96.87,97.56,78.99,44.61,30,16.59,11.97
76.25,-22.5,12.51,10.11,13.02,27.9,51.78,103.08,103.5,96.33,61.53,42.69,24.69,17.52
76.25,-18.75,14.67,11.7,15.27,29.1,53.16,108.21,106.44,100.89,66.6,41.91,23.25,18.96
76.25,-15,17.61,13.74,18.21,31.2,52.71,107.31,104.49,104.73,71.79,44.13,25.74,22.08
